iati_identifier,source,adm1,lat,long
XM-DAC-41121-2016-AFR-TCD,point/pos,Sila,12.0045,21.7029
XM-DAC-41121-2016-AFR-TCD,point/pos,Logone Oriental,7.9342,16.6394
XM-DAC-41121-2016-AFR-TCD,point/pos,Wadi Fira,14.5125,22.0884
XM-DAC-41121-2016-AFR-TCD,point/pos,Sila,12.2199,21.4215
XM-DAC-41121-2016-AFR-TCD,point/pos,Salamat,10.0022,20.9674
XM-DAC-41121-2016-AFR-TCD,point/pos,Moyen-Chari,8.4222,18.7894
XM-DAC-41121-2016-AFR-TCD,point/pos,Wadi Fira,15.1255,22.2542
XM-DAC-41121-2016-AFR-TCD,point/pos,N'Djamena,12.0924,15.0588
XM-DAC-41121-2016-AFR-TCD,point/pos,Ouaddaï,13.5929,21.8208
XM-DAC-41121-2016-AFR-TCD,point/pos,Ouaddaï,13.4407,21.6642
XM-DAC-41121-2016-AFR-TCD,point/pos,Lac,13.5381,14.312
XM-DAC-41121-2016-AFR-TCD,point/pos,Ennedi Est,16.0735,22.842
XM-DAC-41121-2020-WCA-TCD,point/pos,Ennedi Est,16.0735,22.842
XM-DAC-41121-2020-WCA-TCD,point/pos,Lac,13.5381,14.312
XM-DAC-41121-2020-WCA-TCD,point/pos,Ouaddaï,13.5929,21.8208
XM-DAC-41121-2020-WCA-TCD,point/pos,Logone Oriental,7.9342,16.6394
XM-DAC-41121-2020-WCA-TCD,point/pos,Sila,12.2199,21.4215
XM-DAC-41121-2020-WCA-TCD,point/pos,Wadi Fira,14.5125,22.0884
XM-DAC-41121-2020-WCA-TCD,point/pos,Ouaddaï,13.4407,21.6642
XM-DAC-41121-2020-WCA-TCD,point/pos,Salamat,10.0022,20.9674
XM-DAC-41121-2020-WCA-TCD,point/pos,Wadi Fira,15.1255,22.2542
XM-DAC-41121-2020-WCA-TCD,point/pos,Sila,12.0045,21.7029
XM-DAC-41121-2020-WCA-TCD,point/pos,Moyen-Chari,8.4222,18.7894
XM-DAC-41121-2020-WCA-TCD,point/pos,N'Djamena,12.0924,15.0588
XM-DAC-41121-2021-WCA-TCD,point/pos,Ennedi Est,16.0735,22.842
XM-DAC-41121-2021-WCA-TCD,point/pos,Lac,13.5381,14.312
XM-DAC-41121-2021-WCA-TCD,point/pos,Ouaddaï,13.5929,21.8208
XM-DAC-41121-2021-WCA-TCD,point/pos,Logone Oriental,7.9342,16.6394
XM-DAC-41121-2021-WCA-TCD,point/pos,Sila,12.2199,21.4215
XM-DAC-41121-2021-WCA-TCD,point/pos,Wadi Fira,14.5125,22.0884
XM-DAC-41121-2021-WCA-TCD,point/pos,Ouaddaï,13.4407,21.6642
XM-DAC-41121-2021-WCA-TCD,point/pos,Salamat,10.0022,20.9674
XM-DAC-41121-2021-WCA-TCD,point/pos,Wadi Fira,15.1255,22.2542
XM-DAC-41121-2021-WCA-TCD,point/pos,Sila,12.0045,21.7029
XM-DAC-41121-2021-WCA-TCD,point/pos,Moyen-Chari,8.4222,18.7894
XM-DAC-41121-2021-WCA-TCD,point/pos,N'Djamena,12.0924,15.0588
XM-DAC-41121-2019-AFR-TCD,point/pos,Ennedi Est,16.0735,22.842
XM-DAC-41121-2019-AFR-TCD,point/pos,Lac,13.5381,14.312
XM-DAC-41121-2019-AFR-TCD,point/pos,Ouaddaï,13.5929,21.8208
XM-DAC-41121-2019-AFR-TCD,point/pos,Logone Oriental,7.9342,16.6394
XM-DAC-41121-2019-AFR-TCD,point/pos,Sila,12.2199,21.4215
XM-DAC-41121-2019-AFR-TCD,point/pos,Wadi Fira,14.5125,22.0884
XM-DAC-41121-2019-AFR-TCD,point/pos,Ouaddaï,13.4407,21.6642
XM-DAC-41121-2019-AFR-TCD,point/pos,Salamat,10.0022,20.9674
XM-DAC-41121-2019-AFR-TCD,point/pos,Wadi Fira,15.1255,22.2542
XM-DAC-41121-2019-AFR-TCD,point/pos,Sila,12.0045,21.7029
XM-DAC-41121-2019-AFR-TCD,point/pos,Moyen-Chari,8.4222,18.7894
XM-DAC-41121-2019-AFR-TCD,point/pos,N'Djamena,12.0924,15.0588
XM-DAC-41121-2018-AFR-TCD,point/pos,Ennedi Est,16.0735,22.842
XM-DAC-41121-2018-AFR-TCD,point/pos,Lac,13.5381,14.312
XM-DAC-41121-2018-AFR-TCD,point/pos,Ouaddaï,13.5929,21.8208
XM-DAC-41121-2018-AFR-TCD,point/pos,Logone Oriental,7.9342,16.6394
XM-DAC-41121-2018-AFR-TCD,point/pos,Sila,12.2199,21.4215
XM-DAC-41121-2018-AFR-TCD,point/pos,Wadi Fira,14.5125,22.0884
XM-DAC-41121-2018-AFR-TCD,point/pos,Ouaddaï,13.4407,21.6642
XM-DAC-41121-2018-AFR-TCD,point/pos,Salamat,10.0022,20.9674
XM-DAC-41121-2018-AFR-TCD,point/pos,Wadi Fira,15.1255,22.2542
XM-DAC-41121-2018-AFR-TCD,point/pos,Sila,12.0045,21.7029
XM-DAC-41121-2018-AFR-TCD,point/pos,Moyen-Chari,8.4222,18.7894
XM-DAC-41121-2018-AFR-TCD,point/pos,N'Djamena,12.0924,15.0588
NL-KVK-40409352-PRJ08-147-0003,point/pos,Batha,15,19
XM-DAC-21016-2021-AFRICA-TD,point/pos,Lac,13.53642,14.31346
XM-DAC-21016-2021-AFRICA-TD,point/pos,N'Djamena,12.129281,15.04404
XM-DAC-21016-2019-AFRICA-TD,point/pos,Lac,13.53642,14.31346
XM-DAC-21016-2019-AFRICA-TD,point/pos,N'Djamena,12.129281,15.04404
XM-DAC-21016-2018-AFRICA-TD,point/pos,Lac,13.53642,14.31346
XM-DAC-21016-2018-AFRICA-TD,point/pos,N'Djamena,12.129281,15.04404
XM-DAC-21016-2017-AFRICA-TD,point/pos,Lac,13.53642,14.31346
XM-DAC-21016-2017-AFRICA-TD,point/pos,N'Djamena,12.129281,15.04404
XM-DAC-41122-Chad-0810/A0/05/881/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/001,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/881/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/005,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/884/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/884/003,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/884/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/804/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/804/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/809/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/809/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/007,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/007,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/04/805/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/805/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/806/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/806/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/807/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/807/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/807/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/807/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/801/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/801/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/007,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/007,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/880/007,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/008,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/008,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/004,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/04/802/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/802/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/804/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/804/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/001,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/04/886/007,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/007,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/808/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/808/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/806/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/806/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/804/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/804/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/808/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/808/002,point/pos,Ouaddaï,13.828,20.8284
XM-DAC-41122-Chad-0810/A0/04/808/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/003,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/885/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/803/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/803/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/001,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/886/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/883/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/883/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/005,point/pos,Logone Oriental,8.25,16.6667
XM-DAC-41122-Chad-0810/A0/04/801/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/801/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/001,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/883/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/884/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/884/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/003,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/886/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/003,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/04/885/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/885/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/807/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/807/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/004,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/881/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/004,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/882/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/882/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/882/003,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/04/881/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/004,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/887/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/001,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/882/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/882/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/002,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/883/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/887/004,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/881/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/002,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/883/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/003,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/881/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/886/002,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/04/886/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/882/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/882/002,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/882/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/800/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/800/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/803/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/803/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/885/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/885/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/801/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/801/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/006,point/pos,Guéra,12.1843,18.6842
XM-DAC-41122-Chad-0810/A0/04/803/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/803/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/801/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/801/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/805/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/805/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/884/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/884/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/883/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/883/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/800/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/800/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/808/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/808/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/808/001,point/pos,Ouaddaï,13.828,20.8284
XM-DAC-41122-Chad-0810/A0/04/808/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/808/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/802/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/802/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/802/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/802/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/806/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/806/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/806/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/806/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/809/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/809/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/884/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/884/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/885/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/885/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/885/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/885/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/003,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/881/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/882/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/882/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/883/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/883/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/883/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/883/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/005,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/880/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/881/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/882/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/882/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/883/004,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/885/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/885/002,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/05/885/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/05/880/006,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/DM/01/800/999,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/DM/01/800/999,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/882/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/882/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/885/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/885/005,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/008,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/886/008,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/800/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/800/001,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/809/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/809/004,point/pos,Guéra,12.1843,18.6842
XM-DAC-41122-Chad-0810/A0/04/809/004,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/809/004,point/pos,Logone Oriental,8.25,16.6667
XM-DAC-41122-Chad-0810/A0/04/809/004,point/pos,Logone Oriental,8.56546,16.0738
XM-DAC-41122-Chad-0810/A0/04/887/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/887/002,point/pos,Borkou,15.454166,18.732207
XM-DAC-41122-Chad-0810/A0/04/800/888,point/pos,Borkou,15.454166,18.732207
